,id,op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition
2282,7282,For sale,Sarkandaugava,Sarkandaugavas 26,2,41.0,3.0,5.0,Hrušč.,Brick,All amenities
2283,7283,For sale,Ziepniekkalns,Līvciema 5,4,76.0,2.0,9.0,602.,Brick-Panel,All amenities
2284,7284,For sale,Vecmīlgrāvis,Edžiņa g. 7,3,56.0,2.0,5.0,LT proj.,Panel,All amenities
2285,7285,For sale,Iļģuciems,Saulgožu 4,2,52.0,5.0,5.0,LT proj.,Panel,All amenities
2294,7294,For sale,Torņakalns,Robežu 24,1,22.0,2.0,2.0,P. kara,Wood,All amenities
2295,7295,For sale,Iļģuciems,Buļļu 52,1,34.0,2.0,3.0,P. kara,Brick,Partial amenities
2296,7296,For sale,Purvciems,Stirnu 47,3,60.0,1.0,5.0,LT proj.,Panel,All amenities
2298,7298,For sale,Zolitūde,Lejiņa 3,4,90.0,2.0,9.0,119.,Panel,All amenities
2299,7299,For sale,Zolitūde,Lejiņa 3,4,89.0,2.0,9.0,119.,Panel,All amenities
2300,7300,For sale,Iļģuciems,Lilijas 22,3,84.0,2.0,4.0,Jaun.,Brick-Panel,All amenities
2301,7301,For sale,centrs,Valdemāra 121,3,46.0,1.0,5.0,P. kara,Brick,All amenities
2302,7302,For sale,Šķirotava,Šķirotavas 2a,1,27.0,3.0,5.0,Specpr.,Brick,All amenities
2304,7304,For sale,Ziepniekkalns,Valdeķu 54,1,32.0,6.0,9.0,602.,Panel,All amenities
2305,7305,For sale,Jugla,Kvēles 23,2,46.0,3.0,5.0,Hrušč.,Panel,All amenities
2308,7308,For sale,Mangaļi,Mores 3,2,44.0,1.0,5.0,LT proj.,Panel,All amenities
2311,7311,For sale,centrs,Marijas 16,3,89.0,6.0,7.0,Renov.,Brick,All amenities
2313,7313,For sale,Mangaļi,Lēdurgas 10,1,23.0,2.0,2.0,P. kara,Wood,All amenities
2314,7314,For sale,Dārzciems,Zeltiņu 11,2,46.0,3.0,5.0,103.,Brick-Panel,All amenities
2315,7315,For sale,Iļģuciems,Lidoņu 16,2,43.0,1.0,2.0,Staļina,Masonry,All amenities
2321,7321,For sale,Sarkandaugava,Ozolu 5,1,38.0,5.0,5.0,Specpr.,Brick,All amenities
2322,7322,For sale,Mežciems,Druvienas 32,2,49.0,5.0,5.0,LT proj.,Panel,All amenities
2325,7325,For sale,Ķengarags,Salaspils 12,3,61.0,3.0,5.0,LT proj.,Panel,All amenities
2326,7326,For sale,Purvciems,Dzelzavas 13,2,44.0,4.0,5.0,Hrušč.,Brick,All amenities
2329,7329,For sale,Berģi,Berģu 9,4,72.0,3.0,4.0,Hrušč.,Brick,All amenities
2332,7332,For sale,centrs,Antonijas 6a,3,67.0,2.0,5.0,Staļina,Brick,All amenities
2348,7348,For sale,Pļavnieki,Saharova 5,2,51.0,2.0,9.0,602.,Panel,All amenities
2349,7349,For sale,Ziepniekkalns,Bruknas 12,2,60.0,10.0,8.0,119.,Panel,All amenities
2351,7351,For sale,Teika,Biķernieku 12b,3,67.0,5.0,5.0,Specpr.,Brick-Panel,All amenities
2352,7352,For sale,centrs,Lāčplēša 7,3,88.0,3.0,5.0,Renov.,Masonry,All amenities
2353,7353,For sale,Mežciems,Eizenšteina 77,2,50.0,1.0,9.0,602.,Panel,All amenities
2359,7359,For sale,Šampēteris-Pleskodāle,Irlavas 26a,3,65.0,1.0,5.0,103.,Brick-Panel,All amenities
2362,7362,For sale,Ķengarags,Maskavas 313,1,37.0,2.0,12.0,M. ģim.,Panel-Brick,All amenities
2363,7363,For sale,Āgenskalns,Pārslas 6,1,34.0,1.0,4.0,P. kara,Wood,All amenities
2365,7365,For sale,Purvciems,Purvciema 53,1,42.0,4.0,9.0,M. ģim.,Panel,All amenities
2366,7366,For sale,Vecrīga,Kalēju 14,3,90.0,4.0,5.0,P. kara,Masonry,All amenities
2367,7367,For sale,centrs,Kalēju 74,3,73.0,6.0,7.0,Jaun.,Masonry,All amenities
2369,7369,For sale,Jugla,Murjāņu 56,2,45.0,5.0,5.0,LT proj.,Panel-Brick,All amenities
2370,7370,For sale,Imanta,Dubultu 19,2,51.0,5.0,5.0,LT proj.,Panel,All amenities
2372,7372,For sale,centrs,Ganu 6,4,115.0,1.0,6.0,Renov.,Masonry,All amenities
2373,7373,For sale,Imanta,Anniņmuižas bulvāris 52,3,62.0,1.0,9.0,602.,Panel,All amenities
2374,7374,For sale,centrs,Grostonas 25,4,110.0,18.0,22.0,Jaun.,Panel,All amenities
2375,7375,For sale,Mežciems,Biķernieku 160,3,73.0,1.0,5.0,Jaun.,Panel,All amenities
2377,7377,For sale,Imanta,Slokas 132,3,62.0,8.0,9.0,602.,Panel,All amenities
2379,7379,For sale,Teika,Krustabaznīcas 5,2,36.0,2.0,1.0,P. kara,Masonry,Partial amenities
2380,7380,For sale,Vecmīlgrāvis,Meldru 12,2,42.0,5.0,5.0,Hrušč.,Brick,All amenities
2381,7381,For sale,Vecmīlgrāvis,Emmas 11,3,56.0,5.0,5.0,LT proj.,Panel,All amenities
2383,7383,For sale,Ķengarags,Glūdas 2,2,44.0,3.0,5.0,LT proj.,Panel,All amenities
2384,7384,For sale,Ķengarags,Maskavas 258/2,1,34.0,2.0,5.0,Hrušč.,Brick,All amenities
2386,7386,For sale,Ziepniekkalns,Ozolciema 16,3,76.0,8.0,10.0,119.,Panel,All amenities
2387,7387,For sale,centrs,Artilērijas 59,2,40.0,2.0,2.0,P. kara,Wood,All amenities
2390,7390,For sale,Ziepniekkalns,Īslīces 3,5,140.0,3.0,10.0,119.,Panel,All amenities
2393,7393,For sale,Ķengarags,Prūšu 20,2,43.0,5.0,5.0,Hrušč.,Brick,All amenities
2394,7394,For sale,Ziepniekkalns,Ozolciema 18,3,77.0,2.0,9.0,119.,Panel,All amenities
2398,7398,For sale,Purvciems,Stirnu 4,4,88.0,2.0,12.0,Jaun.,Brick,All amenities
2399,7399,For sale,Purvciems,Stirnu 4,3,88.0,2.0,12.0,Jaun.,Brick,All amenities
2400,7400,For sale,centrs,Pērnavas 1,2,51.0,5.0,5.0,Staļina,Masonry,All amenities
2401,7401,For sale,centrs,Brīvības 100,4,145.0,4.0,5.0,P. kara,Masonry,All amenities
2402,7402,For sale,Teika,Zālīša 1,1,33.0,4.0,5.0,Specpr.,Brick-Panel,All amenities
2403,7403,For sale,Āgenskalns,M. Nometņu 76,2,30.0,1.0,2.0,Renov.,Wood,All amenities
2404,7404,For sale,Iļģuciems,Šauļu 2b,2,46.0,2.0,3.0,Hrušč.,Brick-Panel,All amenities
2407,7407,For sale,Purvciems,Ķeguma 45,1,42.0,4.0,5.0,M. ģim.,Panel,All amenities
2408,7408,For sale,Purvciems,Dzelzavas 81,3,59.0,2.0,9.0,467.,Panel,All amenities
2418,7418,For sale,centrs,Birznieka-Upīša 20,5,120.0,4.0,5.0,P. kara,Masonry,All amenities
2421,7421,For sale,Āgenskalns,M. Nometņu 76,2,49.0,2.0,2.0,Renov.,Wood,All amenities
2423,7423,For sale,Vecmīlgrāvis,Kāvu 5a,1,34.0,1.0,2.0,Hrušč.,Brick,All amenities
2426,7426,For sale,Āgenskalns,Vīlipa 3,2,55.0,2.0,2.0,Renov.,Wood,All amenities
2427,7427,For sale,centrs,Blaumaņa 34,3,58.0,1.0,3.0,Renov.,Masonry,All amenities
2428,7428,For sale,Āgenskalns,Ernestīnes 15,3,98.0,2.0,2.0,Renov.,Wood,All amenities
2429,7429,For sale,Āgenskalns,Kuldīgas 32,2,51.0,4.0,4.0,Renov.,Masonry,All amenities
2431,7431,For sale,Āgenskalns,Kuldīgas 32,2,52.3,4.0,4.0,Renov.,Masonry,All amenities
2432,7432,For sale,Vecrīga,Šķūņu 6,1,12.0,2.0,4.0,P. kara,Masonry,All amenities
2433,7433,For sale,Vecrīga,Šķūņu 6,2,25.0,2.0,4.0,P. kara,Masonry,All amenities
2437,7437,For sale,Purvciems,Dzelzavas 38,1,49.0,11.0,16.0,104.,Panel,All amenities
2438,7438,For sale,Purvciems,Pūces 31,3,110.0,2.0,3.0,Jaun.,Brick-Panel,All amenities
2439,7439,For sale,centrs,Dzirnavu 60,2,74.4,4.0,5.0,P. kara,Masonry,All amenities
2441,7441,For sale,centrs,Bruņinieku 93,3,82.0,2.0,4.0,P. kara,Masonry,All amenities
2442,7442,For sale,Teika,Brīvības gatve 313,4,131.0,2.0,6.0,Specpr.,Panel-Brick,All amenities
2445,7445,For sale,Dārzciems,Nīcgales 38,2,46.0,3.0,5.0,103.,Brick-Panel,All amenities
2448,7448,For sale,Šampēteris-Pleskodāle,Stendes 7,1,18.0,3.0,3.0,Specpr.,Brick,All amenities
2452,7452,For sale,Mežciems,Mežciema 26,3,55.0,2.0,5.0,LT proj.,Panel,All amenities
2453,7453,For sale,Iļģuciems,Baltā 9,1,30.0,1.0,4.0,Specpr.,Brick,All amenities
2455,7455,For sale,Imanta,Kleistu 21,2,50.0,5.0,9.0,602.,Panel,All amenities
2457,7457,For sale,Imanta,Anniņmuižas bulvāris 43,3,112.0,21.0,24.0,Jaun.,Masonry,All amenities
2459,7459,For sale,centrs,Skolas 12a,3,220.0,5.0,6.0,Renov.,Masonry,All amenities
2460,7460,For sale,Klīversala,Kuģu 15,3,86.0,2.0,3.0,Renov.,Brick,All amenities
2461,7461,For sale,Purvciems,Stirnu 49a,2,37.0,5.0,5.0,LT proj.,Panel,All amenities
2462,7462,For sale,centrs,Brīvības 103,3,100.0,6.0,6.0,P. kara,Brick,All amenities
2463,7463,For sale,Klīversala,Kuģu 15,2,61.0,1.0,3.0,Renov.,Brick,All amenities
2466,7466,For sale,Mežciems,Eizenšteina 71,3,63.0,9.0,9.0,602.,Panel,All amenities
2467,7467,For sale,Jugla,Silciema 13/3,1,33.0,2.0,5.0,LT proj.,Panel,All amenities
2468,7468,For sale,Ķengarags,Maltas 21,2,49.0,1.0,5.0,LT proj.,Panel,All amenities
2469,7469,For sale,centrs,Strēlnieku 4b,2,46.0,5.0,6.0,Jaun.,Masonry,All amenities
2472,7472,For sale,Klīversala,Kuģu 15,3,126.0,5.0,7.0,Jaun.,Masonry,All amenities
2473,7473,For sale,centrs,Antonijas 15,3,82.0,3.0,6.0,P. kara,Masonry,All amenities
2474,7474,For sale,Klīversala,Kuģu 15,4,126.0,3.0,6.0,Jaun.,Masonry,All amenities
2475,7475,For sale,Klīversala,Kuģu 15,4,115.0,6.0,6.0,Jaun.,Masonry,All amenities
2476,7476,For sale,Ķengarags,Prūšu 4,2,42.0,4.0,5.0,Jaun.,Panel,All amenities
2477,7477,For sale,Āgenskalns,Gregora 6,3,60.0,3.0,5.0,LT proj.,Panel,All amenities
2478,7478,For sale,Klīversala,Kuģu 15,3,98.0,3.0,6.0,Jaun.,Masonry,All amenities
2479,7479,For sale,Mangaļi,Ostas pr. 4,2,47.0,5.0,5.0,Hrušč.,Brick,All amenities
2480,7480,For sale,Vecmīlgrāvis,Emmas 5,3,56.0,5.0,5.0,LT proj.,Panel,All amenities
2481,7481,For sale,Vecmīlgrāvis,Baltāsbaznīcas 34,4,89.0,3.0,5.0,103.,Brick-Panel,All amenities
2482,7482,For sale,Klīversala,Kuģu 15,2,41.0,2.0,6.0,Jaun.,Masonry,All amenities
2483,7483,For sale,centrs,Matīsa 82,1,18.0,2.0,2.0,P. kara,Wood,Partial amenities
2486,7486,For sale,centrs,Barona 92a,1,32.0,1.0,2.0,Renov.,Wood,All amenities
2490,7490,For sale,Šampēteris-Pleskodāle,Lielirbes 11,3,93.0,5.0,27.0,Specpr.,Panel,All amenities
2493,7493,For sale,centrs,Ģertrūdes 99,3,66.0,5.0,6.0,P. kara,Masonry,All amenities
2494,7494,For sale,Purvciems,Ilūkstes 107,3,59.0,9.0,9.0,467.,Panel,All amenities
2495,7495,For sale,Teika,Pudiķa 24,4,137.0,1.0,2.0,P. kara,Masonry,All amenities
2496,7496,For sale,centrs,Marijas 16,2,45.0,7.0,7.0,Renov.,Masonry,All amenities
2497,7497,For sale,centrs,Lāčplēša 13,3,83.0,2.0,6.0,Renov.,Masonry,All amenities
2498,7498,For sale,centrs,Valdemāra 23,5,164.0,4.0,6.0,Renov.,Masonry,All amenities
2499,7499,For sale,centrs,Jeruzalemes 10,3,109.0,6.0,6.0,Jaun.,Masonry,All amenities
2501,7501,For sale,Ziepniekkalns,Īslīces 3,5,140.0,3.0,9.0,119.,Panel,All amenities
2502,7502,For sale,Zolitūde,Bieziņa 12,3,75.0,3.0,10.0,119.,Panel,All amenities
2503,7503,For sale,Ķengarags,Maskavas 315,1,32.0,3.0,12.0,Specpr.,Brick,All amenities
2504,7504,For sale,Imanta,Kurzemes pr. 40,2,50.0,1.0,5.0,LT proj.,Panel-Brick,All amenities
2507,7507,For sale,Jaunciems,Jaunciema g. 182,2,40.0,5.0,5.0,Hrušč.,Masonry,All amenities
2508,7508,For sale,centrs,Miera 91,1,85.0,7.0,7.0,P. kara,Masonry,All amenities
2509,7509,For sale,Imanta,Slokas 173,3,54.0,5.0,1.0,LT proj.,Panel,All amenities
2510,7510,For sale,Ziepniekkalns,Zaļenieku 40,1,13.0,5.0,5.0,Hrušč.,Masonry,All amenities
2511,7511,For sale,Mežciems,Gaiļezera 4,3,64.0,4.0,9.0,602.,Panel,All amenities
2512,7512,For sale,Mežciems,Eizenšteina 53,4,78.0,9.0,2.0,602.,Panel,All amenities
2513,7513,For sale,Ziepniekkalns,Liesmas 4,2,62.0,1.0,5.0,Jaun.,Panel,All amenities
2514,7514,For sale,Pļavnieki,Ulbrokas 6,1,39.0,5.0,5.0,M. ģim.,Brick-Panel,All amenities
2515,7515,For sale,centrs,Blaumaņa 12,3,64.0,4.0,6.0,Renov.,Masonry,All amenities
2517,7517,For sale,centrs,Ausekļa 3,3,73.0,1.0,5.0,P. kara,Brick,All amenities
2518,7518,For sale,Purvciems,Stirnu 1,2,51.1,1.0,9.0,Jaun.,Brick,All amenities
2520,7520,For sale,Purvciems,Stirnu 20a,2,52.0,3.0,5.0,Jaun.,Masonry,All amenities
2521,7521,For sale,centrs,Valdemāra 77,2,56.0,5.0,6.0,P. kara,Brick,All amenities
2523,7523,For sale,centrs,Lienes 27,2,55.0,1.0,2.0,P. kara,Wood,All amenities
2524,7524,For sale,Pļavnieki,Pļavnieku 9,2,51.0,9.0,10.0,Specpr.,Brick-Panel,All amenities
2526,7526,For sale,Pļavnieki,Grestes 4,3,62.0,7.0,9.0,602.,Panel,All amenities
2527,7527,For sale,Vecmīlgrāvis,Rūpnīcas 15,2,35.0,1.0,2.0,P. kara,Wood,Partial amenities
2528,7528,For sale,centrs,Matīsa 82,3,55.0,2.0,2.0,P. kara,Wood,Partial amenities
2530,7530,For sale,Pļavnieki,Deglava 108,4,97.0,9.0,9.0,119.,Panel,All amenities
2532,7532,For sale,Āgenskalns,Kalnciema 114,3,66.0,4.0,5.0,103.,Brick-Panel,All amenities
2533,7533,For sale,Šampēteris-Pleskodāle,Kalnciema 114,3,66.0,4.0,5.0,103.,Brick-Panel,All amenities
2538,7538,For sale,centrs,Matīsa 41c,2,41.0,1.0,5.0,P. kara,Masonry,All amenities
2543,7543,For sale,centrs,Dzirnavu 92,6,290.0,2.0,5.0,P. kara,Masonry,All amenities
2544,7544,For sale,centrs,Tallinas 86,3,68.0,2.0,5.0,Renov.,Brick,All amenities
2545,7545,For sale,centrs,Sapieru 3b,1,33.0,5.0,5.0,Renov.,Brick,All amenities
2546,7546,For sale,centrs,Valdemāra 53,1,44.0,2.0,5.0,P. kara,Masonry,All amenities
2547,7547,For sale,centrs,Skanstes 29,1,51.0,5.0,23.0,Jaun.,Masonry,All amenities
2549,7549,For sale,centrs,Lāčplēša 13,5,129.0,5.0,6.0,Renov.,Masonry,All amenities
2550,7550,For sale,centrs,Lāčplēša 13,5,92.0,4.0,6.0,Renov.,Masonry,All amenities
2551,7551,For sale,centrs,Lāčplēša 13,3,85.0,3.0,6.0,Renov.,Masonry,All amenities
2552,7552,For sale,centrs,Lāčplēša 13,2,61.0,3.0,6.0,Renov.,Masonry,All amenities
2553,7553,For sale,Ķengarags,Izvaltas 6,1,39.0,3.0,5.0,M. ģim.,Panel,All amenities
2556,7556,For sale,centrs,Zaļā 10,3,87.0,2.0,5.0,P. kara,Masonry,All amenities
2557,7557,For sale,centrs,Brīvības iela 136,3,81.0,2.0,5.0,P. kara,Masonry,All amenities
2561,7561,For sale,Jugla,Murjāņu 40,2,45.2,2.0,5.0,Hrušč.,Panel,All amenities
2562,7562,For sale,centrs,Ģertrūdes 99,3,55.0,2.0,6.0,Renov.,Masonry,All amenities
2564,7564,For sale,Mežaparks,Hamburgas 17,3,82.0,3.0,3.0,P. kara,Masonry,All amenities
2568,7568,For sale,centrs,Tērbatas 41/43,5,164.0,4.0,5.0,P. kara,Masonry,All amenities
2569,7569,For sale,Teika,Caunes 10,3,86.0,3.0,7.0,Specpr.,Brick,All amenities
2572,7572,For sale,centrs,Tērbatas 37,5,109.0,5.0,5.0,P. kara,Masonry,All amenities
2587,7587,For sale,Āgenskalns,Ormaņu 3,1,23.0,2.0,2.0,P. kara,Wood,Partial amenities
2589,7589,For sale,centrs,Rūpniecības 44,4,236.0,7.0,7.0,Jaun.,Masonry,All amenities
2591,7591,For sale,Maskavas priekšpilsēta,Lomonosova 3,2,49.0,5.0,6.0,P. kara,Masonry,All amenities
2592,7592,For sale,centrs,Valmieras 30,1,20.0,2.0,2.0,P. kara,Wood,All amenities
2593,7593,For sale,Imanta,Anniņmuižas bulvāris 52,3,65.0,6.0,9.0,602.,Panel,All amenities
2594,7594,For sale,Pļavnieki,Zemes 2,2,50.0,4.0,9.0,602.,Panel,All amenities
2597,7597,For sale,Torņakalns,Robežu 2,2,45.0,1.0,2.0,P. kara,Wood,Partial amenities
2598,7598,For sale,Iļģuciems,Buļļu 42a,1,45.0,5.0,9.0,119.,Panel,All amenities
2601,7601,For sale,Iļģuciems,Skujenes 11,2,45.0,1.0,5.0,Hrušč.,Brick,All amenities
2608,7608,For sale,Vecmīlgrāvis,Stiebru 3,1,42.0,5.0,5.0,M. ģim.,Panel,All amenities
2609,7609,For sale,Vecmīlgrāvis,Emmas 11,3,68.0,4.0,5.0,LT proj.,Panel,All amenities
2611,7611,For sale,Āgenskalns,Kristapa 16,1,20.0,1.0,5.0,Hrušč.,Brick,All amenities
2613,7613,For sale,Purvciems,Nīcgales 9,3,63.0,4.0,5.0,LT proj.,Panel,All amenities
2615,7615,For sale,Purvciems,Staiceles 15,3,63.0,4.0,9.0,602.,Panel,All amenities
2616,7616,For sale,Iļģuciems,Lilijas 15,2,42.0,2.0,5.0,Hrušč.,Brick,All amenities
2618,7618,For sale,Bolderāja,Lielupes 64,2,51.0,3.0,5.0,LT proj.,Panel,All amenities
2619,7619,For sale,Ķengarags,Rasas 4,3,56.0,5.0,5.0,LT proj.,Panel,All amenities
2620,7620,For sale,Vecrīga,Vāgnera 12,3,49.0,3.0,3.0,P. kara,Masonry,All amenities
2622,7622,For sale,Sarkandaugava,Aptiekas 8,Citi,427.0,1.0,5.0,Staļina,Masonry,All amenities
2624,7624,For sale,Purvciems,Žagatu 20,3,64.0,8.0,9.0,602.,Panel,All amenities
2625,7625,For sale,Teika,Ropažu 17,1,35.0,1.0,3.0,P. kara,Masonry,All amenities
2626,7626,For sale,centrs,Pērnavas 56,1,24.0,1.0,2.0,Specpr.,Wood,Partial amenities
2628,7628,For sale,Ķengarags,Prūšu 21,1,13.0,2.0,4.0,Hrušč.,Brick,All amenities
2631,7631,For sale,Purvciems,Dudajeva g. 12,3,66.0,5.0,5.0,LT proj.,Panel,All amenities
2632,7632,For sale,Dārzciems,Stopiņu 14,2,49.0,1.0,5.0,Jaun.,Masonry,All amenities
2633,7633,For sale,Āgenskalns,Alīses 5,2,41.0,3.0,5.0,Renov.,Masonry,All amenities
2634,7634,For sale,Āgenskalns,Alīses 5,2,51.0,3.0,5.0,Renov.,Masonry,All amenities
2635,7635,For sale,Ziepniekkalns,Komētas 22,2,65.0,2.0,4.0,Jaun.,Panel-Brick,All amenities
2636,7636,For sale,Ziepniekkalns,Komētas 20,4,141.0,4.0,4.0,Jaun.,Panel-Brick,All amenities
2637,7637,For sale,Ziepniekkalns,Komētas 22,3,77.0,2.0,4.0,Jaun.,Panel-Brick,All amenities
2640,7640,For sale,centrs,Briāna 4,1,41.0,1.0,5.0,Renov.,Masonry,All amenities
2642,7642,For sale,centrs,Blaumaņa 12,3,86.0,5.0,6.0,Renov.,Masonry,All amenities
2644,7644,For sale,Vecrīga,Vāgnera 12,3,76.0,2.0,3.0,Renov.,Brick,All amenities
2645,7645,For sale,Ķengarags,Maskavas 268/3,3,59.0,4.0,5.0,LT proj.,Brick-Panel,All amenities
2648,7648,For sale,centrs,Tomsona 30,2,83.0,6.0,9.0,Jaun.,Brick-Panel,All amenities
2649,7649,For sale,centrs,Tērbatas 46,3,87.0,5.0,6.0,P. kara,Brick,All amenities
2652,7652,For sale,centrs,Blaumaņa 12,3,62.0,2.0,6.0,Renov.,Masonry,All amenities
2653,7653,For sale,Krasta r-ns,Dzērvju 3,3,61.0,5.0,9.0,467.,Panel,All amenities
2654,7654,For sale,Vecrīga,Šķūņu 13,4,134.0,6.0,7.0,P. kara,Masonry,All amenities
2656,7656,For sale,Ziepniekkalns,Ozolciema 24/1,3,75.0,3.0,10.0,119.,Panel,All amenities
2657,7657,For sale,centrs,Miera 87,3,116.0,1.0,5.0,P. kara,Masonry,All amenities
2658,7658,For sale,Dzegužkalns,Dagmāras 4,2,55.0,5.0,5.0,Specpr.,Brick,All amenities
2661,7661,For sale,centrs,Matīsa 85,2,48.0,1.0,4.0,P. kara,Masonry,All amenities
2662,7662,For sale,Pļavnieki,Jasmuižas 12,1,32.0,3.0,9.0,467.,Panel,All amenities
2664,7664,For sale,centrs,Elizabetes 9,1,27.0,1.0,5.0,P. kara,Masonry,All amenities
2670,7670,For sale,Dzegužkalns,Dzirciema 52,1,33.7,2.0,5.0,103.,Brick-Panel,All amenities
2671,7671,For sale,Iļģuciems,Daugavgrīvas 132,2,73.0,2.0,4.0,Staļina,Masonry,All amenities
2672,7672,For sale,Sarkandaugava,Sliežu 29,2,44.0,3.0,3.0,Specpr.,Brick,All amenities
2675,7675,For sale,Vecmīlgrāvis,Baltāsbaznīcas 44,2,52.0,2.0,3.0,Staļina,Masonry,All amenities
2676,7676,For sale,Purvciems,Ieriķu 58,1,43.0,7.0,9.0,Specpr.,Brick,All amenities
2677,7677,For sale,Bolderāja,Lemešu 3 k-1,3,54.0,5.0,5.0,LT proj.,Panel,All amenities
2678,7678,For sale,centrs,Dzirnavu 6,2,34.0,2.0,4.0,Renov.,Masonry,All amenities
2679,7679,For sale,Jugla,Veldres 11,1,32.0,4.0,5.0,LT proj.,Brick-Panel,All amenities
2681,7681,For sale,Purvciems,Stirnu 22,2,39.0,2.0,5.0,Specpr.,Brick-Panel,All amenities
2682,7682,For sale,centrs,Maskavas 93,2,49.0,3.0,4.0,P. kara,Brick,All amenities
2683,7683,For sale,Maskavas priekšpilsēta,Pirts 9,2,49.0,3.0,4.0,P. kara,Masonry,All amenities
2684,7684,For sale,Purvciems,Purvciema 46,1,46.0,5.0,5.0,M. ģim.,Panel,All amenities
2685,7685,For sale,centrs,Pulkv. Brieža 35,3,73.0,2.0,7.0,Jaun.,Brick-Panel,All amenities
2687,7687,For sale,centrs,Merķeļa 7,1,25.0,5.0,5.0,P. kara,Masonry,All amenities
2688,7688,For sale,centrs,Merķeļa 7,1,19.77,3.0,5.0,P. kara,Masonry,All amenities
2690,7690,For sale,centrs,Pērses 13,4,97.0,4.0,5.0,P. kara,Masonry,All amenities
2693,7693,For sale,Purvciems,Dzelzavas 33,1,32.0,4.0,5.0,LT proj.,Brick-Panel,All amenities
2694,7694,For sale,Ziepniekkalns,Ozolciema 34,1,44.0,3.0,9.0,M. ģim.,Panel,All amenities
2695,7695,For sale,Ziepniekkalns,Komētas 8,4,141.01,4.0,4.0,Jaun.,Panel-Brick,All amenities
2697,7697,For sale,Dzegužkalns,Buļļu 33,4,160.1,6.0,7.0,Jaun.,Brick,All amenities
2699,7699,For sale,centrs,Pērnavas 39,1,26.0,2.0,6.0,P. kara,Brick,All amenities
2701,7701,For sale,centrs,Eksporta 14,2,56.0,1.0,5.0,P. kara,Brick,All amenities
2703,7703,For sale,Sarkandaugava,Allažu 1,1,29.0,4.0,5.0,Hrušč.,Brick,All amenities
2704,7704,For sale,Mežciems,Kaivas 50/1,4,75.0,5.0,5.0,Jaun.,Brick-Panel,All amenities
2705,7705,For sale,Mežciems,Kaivas 50/1,3,75.0,1.0,5.0,Jaun.,Brick-Panel,All amenities
2706,7706,For sale,Mežciems,Kaivas 50/1,2,46.0,3.0,5.0,Jaun.,Brick-Panel,All amenities
2707,7707,For sale,Mežciems,Kaivas 50/1,2,57.0,3.0,5.0,Jaun.,Brick-Panel,All amenities
2708,7708,For sale,Imanta,Akāciju 2d,4,78.0,2.0,9.0,Jaun.,Panel,All amenities
2709,7709,For sale,Katlakalns,Bauskas 190a,2,46.0,1.0,5.0,Hrušč.,Brick,All amenities
2711,7711,For sale,Kleisti,Rātsupītes 3,3,78.0,5.0,6.0,Jaun.,Masonry,All amenities
2712,7712,For sale,Voleri,Daugavgrīvas š. 1b,2,38.0,2.0,2.0,Specpr.,Masonry,Partial amenities
2713,7713,For sale,Katlakalns,Bauskas 187,2,57.0,9.0,9.0,Specpr.,Brick-Panel,All amenities
2715,7715,For sale,Katlakalns,Gulbju 1a,1,12.0,1.0,2.0,Specpr.,Brick,Partial amenities
2717,7717,For sale,Kleisti,Rātsupītes 3,2,68.0,5.0,6.0,Jaun.,Masonry,All amenities
2718,7718,For sale,Brekši,Biķernieku 218,3,66.0,2.0,5.0,103.,Brick-Panel,All amenities
2719,7719,For sale,Buļļi,Vētras 8a,4,159.0,2.0,2.0,P. kara,Wood,All amenities
2720,7720,For sale,Jaunmīlgrāvis,Lēdurgas 2/4,2,36.0,2.0,3.0,P. kara,Masonry,Without amenities
2721,7721,For sale,Mangaļsala,Traleru 3,2,43.0,1.0,2.0,Specpr.,Brick,Partial amenities
2722,7722,For sale,Jaunmīlgrāvis,Ezera 5,1,29.0,1.0,2.0,P. kara,Wood,All amenities
2723,7723,For sale,VEF,Ieriķu 54,2,60.0,1.0,2.0,Staļina,Masonry,All amenities
2727,7727,For sale,Mangaļsala,Albatrosu 22,1,34.0,4.0,5.0,Specpr.,Brick-Panel,All amenities
2728,7728,For sale,Bukulti,Ādažu 11,4,158.0,2.0,3.0,Jaun.,Brick-Panel,All amenities
2729,7729,For sale,Ķengarags,Ķengaraga 7,2,38.0,2.0,5.0,LT proj.,Panel,All amenities
2731,7731,For sale,Āgenskalns,Mūkusalas 9,2,28.0,2.0,2.0,P. kara,Wood,All amenities
2732,7732,For sale,Bolderāja,Miglas 11a,1,29.0,1.0,2.0,Priv. m.,Wood,Without amenities
2733,7733,For sale,Ziepniekkalns,Bauskas 55,2,41.0,1.0,4.0,Hrušč.,Brick,All amenities
2735,7735,For sale,Zolitūde,Anniņmuižas 2,3,75.0,7.0,16.0,104.,Panel,All amenities
2736,7736,For sale,centrs,Kazarmu 7,3,79.0,1.0,4.0,P. kara,Brick,All amenities
2739,7739,For sale,Imanta,Akāciju 2d,2,51.0,2.0,9.0,Jaun.,Panel,All amenities
2740,7740,For sale,Mežciems,Kaivas 50-161d,3,88.2,4.0,5.0,Jaun.,Brick-Panel,All amenities
2741,7741,For sale,Mežciems,Kaivas 50k-1,4,113.0,3.0,5.0,Jaun.,Panel-Brick,Partial amenities
2743,7743,For sale,Āgenskalns,Smiļģa 32,1,30.0,1.0,5.0,Hrušč.,Brick,All amenities
