,id,op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition
1317,6317,For rent,centrs,Čaka 86,3,61.0,2.0,3.0,P. kara,Masonry,All amenities
1318,6318,For rent,Iļģuciems,Stūres 2,1,18.0,3.0,5.0,M. ģim.,Brick,All amenities
1320,6320,For rent,Bolderāja,Lielā 25,3,64.0,2.0,2.0,Priv. m.,Wood,All amenities
1321,6321,For rent,Teika,Struktoru 4,1,32.0,5.0,5.0,Specpr.,Brick-Panel,All amenities
1322,6322,For rent,centrs,Blaumaņa 36,5,140.0,5.0,5.0,P. kara,Masonry,All amenities
1323,6323,For rent,centrs,Klusā 20,1,30.0,3.0,9.0,Jaun.,Panel,All amenities
1326,6326,For rent,centrs,Riepnieku 2,4,104.0,2.0,5.0,Staļina,Brick,All amenities
1327,6327,For rent,centrs,Visvalža 7,3,83.0,1.0,5.0,Staļina,Masonry,All amenities
1329,6329,For rent,Āgenskalns,Liepājas 34,4,94.0,3.0,4.0,Jaun.,Panel,All amenities
1331,6331,For rent,Purvciems,Stirnu 13a,2,46.0,1.0,6.0,Jaun.,Panel,All amenities
1334,6334,For rent,centrs,Stabu 62,5,98.0,2.0,5.0,P. kara,Masonry,All amenities
1336,6336,For rent,Ķengarags,Maskavas 250/11,2,46.0,2.0,5.0,LT proj.,Panel,All amenities
1337,6337,For rent,Ziepniekkalns,Bikstu 6,2,46.0,3.0,6.0,Jaun.,Brick-Panel,All amenities
1338,6338,For rent,Pļavnieki,Zemes 3,2,50.0,3.0,9.0,602.,Panel,All amenities
1339,6339,For rent,centrs,Avotu 76,1,25.0,2.0,2.0,P. kara,Wood,All amenities
1340,6340,For rent,centrs,Indrānu 8,2,56.0,2.0,7.0,Jaun.,Brick-Panel,All amenities
1348,6348,For rent,Jaunciems,Jaunciema g. 167,1,15.0,3.0,3.0,Specpr.,Wood,Partial amenities
1352,6352,For rent,Āgenskalns,M. Nometņu 73,2,62.0,2.0,4.0,P. kara,Masonry,All amenities
1353,6353,For rent,centrs,Rūpniecības 11,3,97.0,4.0,5.0,Renov.,Masonry,All amenities
1354,6354,For rent,Daugavgrīva,Parādes 28,1,35.0,1.0,5.0,Hrušč.,Masonry,All amenities
1357,6357,For rent,Pļavnieki,Lubānas 115,1,44.0,5.0,9.0,M. ģim.,Panel,All amenities
1364,6364,For rent,centrs,Deglava 9,2,80.0,6.0,6.0,Renov.,Masonry,All amenities
1368,6368,For rent,centrs,Zaubes 4,3,110.0,6.0,6.0,P. kara,Masonry,All amenities
1370,6370,For rent,Maskavas priekšpilsēta,Ludzas 17,2,37.0,5.0,5.0,P. kara,Brick,All amenities
1376,6376,For rent,Zolitūde,Ruses 24,3,75.0,4.0,9.0,119.,Panel,All amenities
1378,6378,For rent,Šampēteris-Pleskodāle,Kalnciema 135,2,30.0,2.0,3.0,Renov.,Wood,All amenities
1380,6380,For rent,Imanta,Anniņmuižas bulvāris 38,2,80.0,8.0,18.0,Jaun.,Brick-Panel,All amenities
1406,6406,For rent,centrs,Strēlnieku 7,3,85.0,2.0,7.0,Jaun.,Masonry,All amenities
1407,6407,For rent,centrs,Čaka 117,3,69.0,4.0,6.0,P. kara,Masonry,All amenities
1408,6408,For rent,centrs,Brīvības iela 74,3,100.0,6.0,6.0,P. kara,Masonry,All amenities
1410,6410,For rent,Zolitūde,Liedes 2,3,89.0,3.0,4.0,Jaun.,Panel-Brick,All amenities
1419,6419,For rent,Iļģuciems,Garā 18,3,62.0,2.0,5.0,LT proj.,Panel-Brick,All amenities
1421,6421,For rent,Vecrīga,Vecpilsētas 11,1,35.0,3.0,3.0,Renov.,Masonry,All amenities
1431,6431,For rent,centrs,11. novembra krastm. 35,2,44.0,3.0,6.0,Jaun.,Masonry,All amenities
1435,6435,For rent,centrs,Dzirnavu 102a,6,85.0,2.0,2.0,P. kara,Brick,All amenities
1437,6437,For rent,Āgenskalns,Auces 3,2,48.0,1.0,3.0,P. kara,Masonry,All amenities
1441,6441,For rent,Ziepniekkalns,Ozolciema 14,3,77.0,5.0,9.0,Specpr.,Panel,All amenities
1442,6442,For rent,Klīversala,Klīveru 1,1,33.0,4.0,4.0,P. kara,Masonry,All amenities
1443,6443,For rent,centrs,Sadovņikova 39,2,32.0,3.0,7.0,Renov.,Masonry,All amenities
1444,6444,For rent,centrs,Lejas 20,1,33.0,1.0,2.0,P. kara,Wood,All amenities
1453,6453,For rent,centrs,Lāčplēša 52,3,57.0,3.0,3.0,P. kara,Brick,All amenities
1454,6454,For rent,centrs,Tērbatas 93,3,95.0,3.0,5.0,P. kara,Masonry,All amenities
1459,6459,For rent,Imanta,Rigondas g. 10,3,63.0,9.0,9.0,602.,Panel,All amenities
1462,6462,For rent,Pļavnieki,Rudens 12,1,32.0,8.0,9.0,602.,Panel,All amenities
1471,6471,For rent,centrs,Brīvības iela 52,5,133.0,4.0,5.0,P. kara,Brick,All amenities
1474,6474,For rent,Zolitūde,Liedes 28,2,57.0,3.0,4.0,Jaun.,Masonry,All amenities
1477,6477,For rent,Sarkandaugava,Limbažu 9,2,40.0,4.0,5.0,Hrušč.,Brick,All amenities
1479,6479,For rent,Pļavnieki,Saharova 7,1,43.0,1.0,9.0,M. ģim.,Panel-Brick,All amenities
1487,6487,For rent,Vecmīlgrāvis,Kalngales 8,1,36.0,9.0,9.0,602.,Panel,All amenities
1489,6489,For rent,centrs,Miera 101,2,52.0,2.0,5.0,P. kara,Masonry,All amenities
1491,6491,For rent,centrs,Lejas 7b,1,20.0,2.0,3.0,P. kara,Masonry,All amenities
1494,6494,For rent,centrs,Duntes 48,1,25.0,4.0,6.0,P. kara,Masonry,All amenities
1501,6501,For rent,Imanta,Dammes 31,1,37.0,3.0,9.0,602.,Panel,All amenities
1502,6502,For rent,Maskavas priekšpilsēta,Maskavas 109,1,26.0,2.0,2.0,Renov.,Masonry,All amenities
1503,6503,For rent,Ziepniekkalns,Ozolciema 30,1,43.0,9.0,9.0,M. ģim.,Panel-Brick,All amenities
1506,6506,For rent,Krasta r-ns,Lubānas 6,2,51.0,3.0,9.0,467.,Panel,All amenities
1509,6509,For rent,Vecdaugava,Atlantijas 30,1,30.0,3.0,4.0,Hrušč.,Masonry,All amenities
1510,6510,For rent,Imanta,Jūrmalas g. 91,2,50.0,4.0,5.0,LT proj.,Panel,All amenities
1513,6513,For rent,centrs,Bruņinieku 81,1,23.0,3.0,5.0,P. kara,Masonry,All amenities
1515,6515,For rent,Mežaparks,Gdaņskas 11,3,75.0,1.0,3.0,Specpr.,Masonry,All amenities
1520,6520,For rent,Imanta,Kleistu 205,2,45.0,1.0,1.0,Priv. m.,Wood,All amenities
1521,6521,For rent,centrs,Čaka 70,3,120.0,2.0,5.0,P. kara,Brick,All amenities
1522,6522,For rent,centrs,Avotu 64,2,42.0,1.0,5.0,P. kara,Masonry,All amenities
1526,6526,For rent,Jugla,Kvēles 24,1,36.0,8.0,12.0,M. ģim.,Brick-Panel,All amenities
1527,6527,For rent,centrs,Jēzusbaznīcas 20,1,8.0,4.0,4.0,P. kara,Brick-Panel,All amenities
1536,6536,For rent,centrs,Ausekļa 5,4,152.0,2.0,6.0,Renov.,Masonry,All amenities
1542,6542,For rent,Ķengarags,Ikšķiles 23,1,35.0,1.0,9.0,Čehu pr.,Brick,All amenities
1544,6544,For rent,centrs,Matīsa 38,2,50.0,3.0,6.0,Renov.,Brick,All amenities
1547,6547,For rent,Pļavnieki,Dzeņu 14,1,42.0,5.0,9.0,M. ģim.,Panel,All amenities
1548,6548,For rent,centrs,Tirgoņu 17,2,67.0,4.0,5.0,P. kara,Brick,All amenities
1549,6549,For rent,Vecrīga,Grēcinieku 20,2,80.0,4.0,5.0,Renov.,Masonry,All amenities
1553,6553,For rent,Purvciems,Stirnu 19a,1,37.0,2.0,5.0,LT proj.,Panel,All amenities
1555,6555,For rent,Ķengarags,Aviācijas 10,3,56.0,4.0,4.0,Hrušč.,Brick,All amenities
1563,6563,For rent,Mežaparks,Stendera 10,1,41.0,1.0,2.0,Priv. m.,Brick,All amenities
1588,6588,For rent,Pļavnieki,Ilūkstes 8,2,50.0,6.0,9.0,602.,Panel,All amenities
1592,6592,For rent,Āgenskalns,Grīna bulv. 15,2,46.0,1.0,5.0,Specpr.,Brick,All amenities
1600,6600,For rent,centrs,Merķeļa 1,1,15.0,4.0,6.0,P. kara,Brick,All amenities
1601,6601,For rent,centrs,Merķeļa 1,1,24.0,4.0,6.0,P. kara,Brick,All amenities
1603,6603,For rent,Vecrīga,Smilšu 10,4,120.0,7.0,7.0,Renov.,Masonry,All amenities
1616,6616,For rent,Pļavnieki,Salnas 34,1,34.0,9.0,9.0,602.,Panel-Brick,All amenities
1624,6624,For rent,Ķengarags,Dubnas 8,1,38.0,4.0,12.0,Čehu pr.,Brick-Panel,All amenities
1626,6626,For rent,Pļavnieki,Sesku 10/1,1,43.0,5.0,5.0,Specpr.,Panel,All amenities
1627,6627,For rent,Āgenskalns,Slokas 1a,1,28.0,2.0,3.0,P. kara,Wood,All amenities
1628,6628,For rent,Purvciems,Zvaigznāja g. 7,1,30.0,5.0,5.0,LT proj.,Panel,All amenities
1633,6633,For rent,Vecmīlgrāvis,Gāles 17,1,20.0,2.0,5.0,Specpr.,Brick-Panel,All amenities
1636,6636,For rent,centrs,Pulkv. Brieža 7,3,87.0,3.0,6.0,P. kara,Brick,All amenities
1641,6641,For rent,Teika,Brīvības gatve 300,2,50.0,3.0,3.0,Renov.,Brick,All amenities
1643,6643,For rent,centrs,Visvalža 3a,2,53.0,2.0,5.0,P. kara,Masonry,All amenities
1646,6646,For rent,centrs,Skanstes 29,2,44.0,23.0,23.0,Jaun.,Panel,All amenities
1648,6648,For rent,centrs,Asara 20,1,25.0,2.0,6.0,P. kara,Masonry,All amenities
1649,6649,For rent,Pļavnieki,Dravnieku 12,1,40.0,4.0,9.0,M. ģim.,Panel,All amenities
1652,6652,For rent,centrs,Zaubes 6,3,110.0,5.0,6.0,P. kara,Masonry,All amenities
1654,6654,For rent,Ķengarags,Salaspils 6,3,59.0,5.0,5.0,LT proj.,Panel,All amenities
1657,6657,For rent,centrs,Tērbatas 4,3,110.0,6.0,7.0,Renov.,Masonry,All amenities
1661,6661,For rent,Iļģuciems,Dzirciema 25,1,25.0,2.0,2.0,Priv. m.,Masonry,All amenities
1664,6664,For rent,Ziepniekkalns,Kartupeļu 16,2,60.0,1.0,1.0,Priv. m.,Brick,All amenities
1672,6672,For rent,Ziepniekkalns,Ziepniekkalna 70,2,61.0,1.0,4.0,Jaun.,Masonry,All amenities
1674,6674,For rent,centrs,Brīvības 156,1,30.0,2.0,4.0,Specpr.,Brick,All amenities
1683,6683,For rent,Ķengarags,Ikšķiles 11,1,18.0,5.0,5.0,LT proj.,Panel,All amenities
1687,6687,For rent,centrs,Valdemāra 41,3,115.0,2.0,7.0,Jaun.,Brick-Panel,All amenities
1690,6690,For rent,Āgenskalns,Kristapa 8,1,18.0,1.0,4.0,M. ģim.,Brick,All amenities
1693,6693,For rent,centrs,Klijānu 12,2,45.0,1.0,3.0,Jaun.,Panel-Brick,All amenities
1700,6700,For rent,Ķengarags,Maskavas 256/4,2,43.0,5.0,1.0,Hrušč.,Panel,All amenities
1702,6702,For rent,centrs,Valdemāra 39,2,45.0,1.0,6.0,Renov.,Brick,All amenities
1703,6703,For rent,centrs,Duntes 48,1,25.0,3.0,6.0,P. kara,Masonry,Partial amenities
1705,6705,For rent,centrs,Alberta 11,2,44.0,3.0,6.0,P. kara,Masonry,All amenities
1706,6706,For rent,centrs,Alberta 11,3,66.5,6.0,6.0,P. kara,Brick,All amenities
1711,6711,For rent,centrs,Brīvības 148,1,22.0,3.0,6.0,P. kara,Masonry,All amenities
1712,6712,For rent,centrs,Zvaigžņu 24,1,20.0,2.0,6.0,Renov.,Masonry,All amenities
1720,6720,For rent,Šampēteris-Pleskodāle,Kukšu 4,3,70.0,1.0,2.0,Priv. m.,Brick,All amenities
1723,6723,For rent,centrs,Stabu 33,2,57.0,2.0,2.0,Specpr.,Masonry,All amenities
1725,6725,For rent,Maskavas priekšpilsēta,Ebreju 10,3,83.0,5.0,5.0,Specpr.,Brick-Panel,All amenities
1737,6737,For rent,Purvciems,Lielvārdes 123,2,52.0,1.0,5.0,LT proj.,Panel,All amenities
1740,6740,For rent,centrs,Skolas 4,4,150.0,3.0,5.0,Renov.,Masonry,All amenities
1746,6746,For rent,centrs,Rūpniecības 42,1,24.0,2.0,3.0,Renov.,Brick,All amenities
1747,6747,For rent,centrs,Rūpniecības 42,1,54.0,3.0,3.0,Renov.,Brick,All amenities
1748,6748,For rent,Purvciems,Dzelzavas 37,1,35.0,3.0,9.0,602.,Panel,All amenities
1757,6757,For rent,Zolitūde,Zolitūdes 46,1,42.0,3.0,9.0,119.,Panel,All amenities
1759,6759,For rent,centrs,Lāčplēša 98,1,18.0,6.0,6.0,Renov.,Masonry,All amenities
1762,6762,For rent,centrs,Republikas laukums 3,4,127.0,5.0,8.0,Jaun.,Panel,All amenities
1763,6763,For rent,centrs,Pulkv. Brieža 7,3,100.0,5.0,6.0,P. kara,Masonry,All amenities
1766,6766,For rent,Maskavas priekšpilsēta,Lomonosova 2,1,40.0,4.0,4.0,Staļina,Masonry,All amenities
1771,6771,For rent,centrs,Elizabetes 27,2,75.0,4.0,4.0,P. kara,Brick,All amenities
1775,6775,For rent,Mežaparks,Ezermalas 4a,1,21.0,4.0,5.0,Renov.,Brick-Panel,All amenities
1781,6781,For rent,centrs,Vīlandes 7,3,72.0,5.0,5.0,P. kara,Masonry,All amenities
1782,6782,For rent,centrs,Čaka 89,1,13.0,2.0,2.0,Renov.,Masonry,All amenities
1783,6783,For rent,Maskavas priekšpilsēta,Maskavas 146,2,34.0,3.0,4.0,Renov.,Brick-Panel,All amenities
1784,6784,For rent,centrs,Mūrnieku 7a,1,13.0,1.0,1.0,P. kara,Masonry,All amenities
1785,6785,For rent,centrs,Jeruzalemes 5,2,67.0,3.0,4.0,Jaun.,Panel-Brick,All amenities
1787,6787,For rent,Iļģuciems,Daugavgrīvas 132/1,1,15.0,3.0,4.0,Staļina,Brick,All amenities
1791,6791,For rent,centrs,Zaubes 1,3,90.0,1.0,5.0,P. kara,Masonry,All amenities
1795,6795,For rent,Āgenskalns,Ventspils 65a,1,36.0,2.0,3.0,Renov.,Brick-Panel,All amenities
1801,6801,For rent,Āgenskalns,Slokas 33,2,59.0,2.0,4.0,Staļina,Masonry,All amenities
1804,6804,For rent,centrs,Zvaigžņu 14,1,14.0,2.0,4.0,P. kara,Masonry,All amenities
1808,6808,For rent,Mežciems,Kaivas 31/2,3,80.0,1.0,4.0,Jaun.,Panel,All amenities
1809,6809,For rent,Grīziņkalns,Alauksta 7,1,34.0,1.0,4.0,P. kara,Masonry,All amenities
1815,6815,For rent,Ķengarags,Bultu 8,2,38.0,4.0,5.0,LT proj.,Panel,All amenities
1817,6817,For rent,Āgenskalns,Liepājas 2,3,88.0,4.0,6.0,Jaun.,Panel-Brick,All amenities
1819,6819,For rent,centrs,Rūpniecības 9,3,105.0,5.0,6.0,Renov.,Masonry,All amenities
1821,6821,For rent,centrs,Barona 76,3,70.0,6.0,6.0,Renov.,Masonry,All amenities
1825,6825,For rent,Sarkandaugava,Hāpsalas 12,1,27.0,1.0,3.0,Renov.,Wood,All amenities
1832,6832,For rent,Krasta r-ns,Maskavas 243,3,59.0,3.0,9.0,Specpr.,Panel,All amenities
1834,6834,For rent,Klīversala,Valguma 22,1,34.0,3.0,4.0,Staļina,Masonry,All amenities
1840,6840,For rent,Šampēteris-Pleskodāle,Ventspils 65a,1,36.0,2.0,3.0,Renov.,Brick-Panel,All amenities
1850,6850,For rent,Purvciems,Nīcgales 12,1,28.0,4.0,5.0,LT proj.,Panel,All amenities
1851,6851,For rent,Ķīpsala,Balasta d. 70,4,161.0,3.0,3.0,Renov.,Masonry,All amenities
1855,6855,For rent,Purvciems,Stirnu 19a,2,37.0,2.0,5.0,LT proj.,Panel,All amenities
1858,6858,For rent,centrs,Dzirnavu 66,2,80.0,6.0,7.0,P. kara,Masonry,All amenities
1860,6860,For rent,centrs,Lāčplēša 98,2,30.0,6.0,6.0,Specpr.,Panel-Brick,All amenities
1863,6863,For rent,Teika,Ropažu 28,2,43.0,5.0,5.0,Hrušč.,Brick-Panel,All amenities
1864,6864,For rent,centrs,Hospitāļu 5a,3,70.0,3.0,3.0,Specpr.,Brick,Partial amenities
1865,6865,For rent,Āgenskalns,Raņķa d. 34,3,93.0,14.0,23.0,Jaun.,Masonry,All amenities
1866,6866,For rent,Āgenskalns,Raņķa d. 34,3,115.0,15.0,23.0,Jaun.,Masonry,All amenities
1867,6867,For rent,Āgenskalns,Raņķa d. 34,3,95.0,14.0,23.0,Jaun.,Masonry,All amenities
1874,6874,For rent,centrs,Republikas laukums 3,2,55.0,3.0,8.0,Jaun.,Masonry,All amenities
1875,6875,For rent,centrs,Brīvības 64,3,87.0,4.0,6.0,P. kara,Masonry,All amenities
1876,6876,For rent,centrs,Lāčplēša 98,1,14.0,4.0,6.0,Renov.,Masonry,All amenities
1880,6880,For rent,centrs,Barona 76,3,58.0,5.0,6.0,Renov.,Masonry,All amenities
1882,6882,For rent,Pļavnieki,Tīnūžu 4,2,50.0,6.0,9.0,602.,Panel,All amenities
1885,6885,For rent,centrs,Hospitāļu 7a,1,25.0,2.0,3.0,Renov.,Wood,All amenities
1886,6886,For rent,centrs,Avotu 23,3,72.0,3.0,4.0,Renov.,Masonry,All amenities
1891,6891,For rent,Āgenskalns,Zemaišu 1/5,2,44.0,4.0,4.0,Hrušč.,Brick,All amenities
1896,6896,For rent,Torņakalns,Mūkusalas 29,2,52.0,2.0,4.0,Renov.,Brick-Panel,All amenities
1900,6900,For rent,Imanta,Slokas 111h,2,63.0,2.0,4.0,Jaun.,Panel,All amenities
1905,6905,For rent,centrs,Barona 37,3,80.0,7.0,7.0,Renov.,Masonry,All amenities
1910,6910,For rent,centrs,Ģertrūdes 91,1,20.0,5.0,5.0,P. kara,Brick,All amenities
1915,6915,For rent,centrs,Avotu 9,2,27.0,3.0,3.0,P. kara,Masonry,All amenities
1916,6916,For rent,centrs,Republikas laukums 3,3,202.0,6.0,6.0,Jaun.,Panel,All amenities
1917,6917,For rent,centrs,Matīsa 35a,2,78.0,4.0,4.0,Renov.,Masonry,All amenities
1922,6922,For rent,Šampēteris-Pleskodāle,Lielirbes 13,2,68.2,8.0,29.0,Jaun.,Panel-Brick,All amenities
1924,6924,For rent,centrs,Lāčplēša 127,2,95.0,3.0,3.0,Renov.,Brick,All amenities
1926,6926,For rent,Ķengarags,Maskavas 291,1,32.0,3.0,5.0,LT proj.,Panel,All amenities
1927,6927,For rent,centrs,Raiņa bulv. 31,1,30.0,6.0,6.0,P. kara,Masonry,All amenities
1928,6928,For rent,centrs,Pērnavas 24,1,20.0,5.0,6.0,P. kara,Masonry,All amenities
1944,6944,For rent,Jugla,Slēpotāju 250,1,30.0,1.0,1.0,Priv. m.,Brick,All amenities
1947,6947,For rent,Dzegužkalns,Iecavas 1,2,64.0,3.0,4.0,Specpr.,Brick,All amenities
1950,6950,For rent,Purvciems,Brantkalna 11,2,60.0,9.0,9.0,119.,Brick-Panel,All amenities
1955,6955,For rent,centrs,Zvaigžņu 14,1,28.0,2.0,4.0,Renov.,Masonry,All amenities
1959,6959,For rent,Imanta,Rigondas g. 7,1,36.0,12.0,12.0,Specpr.,Masonry,All amenities
1960,6960,For rent,Purvciems,Nīcgales 4,2,50.0,8.0,9.0,602.,Panel,All amenities
1964,6964,For rent,Pļavnieki,Pļavnieku 9,2,54.0,7.0,9.0,Jaun.,Masonry,All amenities
1980,6980,For rent,Dārzciems,Slāvu 13,2,49.0,6.0,9.0,602.,Panel,All amenities
1981,6981,For rent,Sarkandaugava,Viestura pr. 47,1,33.0,4.0,9.0,Specpr.,Brick,All amenities
1985,6985,For rent,centrs,Eksporta 2a,3,76.0,2.0,5.0,Specpr.,Brick,All amenities
1989,6989,For rent,centrs,Čaka 33,3,100.0,7.0,7.0,P. kara,Masonry,All amenities
1991,6991,For rent,Zolitūde,Lejiņa 2,2,55.0,9.0,9.0,119.,Panel,All amenities
1999,6999,For rent,centrs,Marijas 16,3,79.0,6.0,7.0,Renov.,Masonry,All amenities
2004,7004,For rent,Mežaparks,Ķempes 7,3,70.0,11.0,12.0,Specpr.,Brick-Panel,All amenities
2012,7012,For rent,centrs,Gogoļa 7,1,40.0,3.0,4.0,Staļina,Brick,All amenities
2014,7014,For rent,Teika,Ropažu 78,2,50.0,4.0,5.0,LT proj.,Panel,All amenities
2018,7018,For rent,Imanta,Zentenes 18,2,49.0,9.0,9.0,602.,Panel,All amenities
2021,7021,For rent,Vecrīga,Kungu 25,4,169.0,4.0,5.0,Jaun.,Masonry,All amenities
2030,7030,For rent,centrs,Bruņinieku 81,1,30.0,3.0,5.0,P. kara,Masonry,All amenities
2032,7032,For rent,centrs,Rūpniecības 11,3,115.0,6.0,6.0,Renov.,Masonry,All amenities
2034,7034,For rent,centrs,Marijas 20,2,50.0,5.0,6.0,Specpr.,Masonry,All amenities
2040,7040,For rent,centrs,Valdemāra 34,3,81.0,3.0,6.0,P. kara,Masonry,All amenities
2048,7048,For rent,centrs,Stabu 99,2,100.0,5.0,5.0,Renov.,Brick,All amenities
2051,7051,For rent,centrs,Klusā 20,1,38.0,2.0,9.0,Jaun.,Brick-Panel,All amenities
2052,7052,For rent,Ziepniekkalns,Īslīces 1,1,45.0,3.0,10.0,119.,Panel,All amenities
2053,7053,For rent,Purvciems,Vaidavas 9,1,31.0,3.0,5.0,LT proj.,Panel,All amenities
2055,7055,For rent,Pļavnieki,Salnas 24,1,38.0,4.0,5.0,M. ģim.,Panel,All amenities
2056,7056,For rent,centrs,Elku 2,2,55.0,2.0,3.0,P. kara,Masonry,All amenities
2061,7061,For rent,Purvciems,Zileņu 12,1,35.0,3.0,5.0,Jaun.,Panel-Brick,All amenities
2065,7065,For rent,Iļģuciems,Saulgožu 19,1,30.0,2.0,5.0,Hrušč.,Brick,All amenities
2067,7067,For rent,Teika,Vidrižu 4,3,76.0,5.0,9.0,Specpr.,Brick,All amenities
2070,7070,For rent,centrs,Riepnieku 4,2,55.0,5.0,5.0,Staļina,Brick,All amenities
2071,7071,For rent,Pļavnieki,Dravnieku 13,3,63.0,7.0,8.0,602.,Panel,All amenities
2074,7074,For rent,centrs,13. janvāra 21,3,91.0,4.0,6.0,Jaun.,Panel,All amenities
2075,7075,For rent,Sarkandaugava,Ziemeļu 17,2,30.0,3.0,4.0,P. kara,Masonry,Partial amenities
2076,7076,For rent,Ziepniekkalns,Zaļenieku 21,1,34.0,2.0,3.0,Jaun.,Masonry,All amenities
2079,7079,For rent,Vecmīlgrāvis,Emmas 28,2,40.0,1.0,5.0,Jaun.,Brick-Panel,All amenities
2083,7083,For rent,Vecrīga,Vaļņu 3,2,43.0,5.0,6.0,Renov.,Brick-Panel,All amenities
2096,7096,For rent,centrs,Valdemāra 83,2,49.0,1.0,7.0,Renov.,Brick,All amenities
2111,7111,For rent,centrs,Skolas 191,1,5.0,1.0,5.0,P. kara,Brick,All amenities
2120,7120,For rent,Bolderāja,Gobas 35,2,49.0,2.0,5.0,LT proj.,Brick-Panel,All amenities
2121,7121,For rent,centrs,Elijas 20,1,15.0,3.0,4.0,P. kara,Brick,All amenities
2125,7125,For rent,Imanta,Jūrmalas g. 113b,4,102.0,2.0,3.0,Jaun.,Panel-Brick,All amenities
2127,7127,For rent,Āgenskalns,Mūkusalas 25,1,35.0,3.0,6.0,Jaun.,Masonry,All amenities
2128,7128,For rent,Purvciems,Pūces 45,2,70.0,1.0,9.0,Jaun.,Panel-Brick,All amenities
2133,7133,For rent,Pļavnieki,Rudens 5,1,35.0,5.0,9.0,602.,Panel,All amenities
2141,7141,For rent,centrs,Vagonu 22,1,30.0,3.0,5.0,Renov.,Brick,All amenities
2142,7142,For rent,Imanta,Rigondas g. 7,1,30.0,12.0,12.0,Čehu pr.,Brick-Panel,All amenities
2146,7146,For rent,centrs,Ausekļa 7,2,77.0,3.0,6.0,P. kara,Masonry,All amenities
2150,7150,For rent,centrs,Stabu 70,4,111.3,4.0,5.0,P. kara,Brick,All amenities
2151,7151,For rent,Ķengarags,Lokomotīves 48,2,49.0,2.0,5.0,LT proj.,Panel,All amenities
2156,7156,For rent,centrs,Sermuliņu 14,2,50.0,2.0,5.0,Jaun.,Panel,All amenities
2161,7161,For rent,Torņakalns,Jelgavas 62/64,1,22.0,2.0,2.0,P. kara,Wood,Partial amenities
2162,7162,For rent,centrs,Eksporta 4,1,46.0,3.0,5.0,P. kara,Brick,All amenities
2167,7167,For rent,centrs,Rūpniecības 1,5,155.0,2.0,6.0,Renov.,Masonry,All amenities
2171,7171,For rent,Šampēteris-Pleskodāle,Šampētera 74,1,50.0,1.0,2.0,Priv. m.,Masonry,All amenities
2181,7181,For rent,centrs,Bruņinieku 81,1,14.0,3.0,5.0,P. kara,Masonry,All amenities
2189,7189,For rent,Teika,Vairoga 32,2,56.0,2.0,3.0,Jaun.,Brick-Panel,All amenities
2193,7193,For rent,Šampēteris-Pleskodāle,Lielirbes 13,3,89.0,17.0,30.0,Jaun.,Masonry,All amenities
2194,7194,For rent,Ķengarags,Prūšu 4,2,42.0,4.0,5.0,Jaun.,Panel,All amenities
2198,7198,For rent,centrs,Republikas laukums 3,2,55.0,5.0,8.0,Jaun.,Brick-Panel,All amenities
2201,7201,For rent,centrs,Brīvības 121-141,3,62.0,3.0,5.0,Staļina,Brick,All amenities
2203,7203,For rent,centrs,Blaumaņa 5,5,133.0,4.0,4.0,P. kara,Masonry,All amenities
2205,7205,For rent,centrs,Kalēju 74,2,61.0,3.0,6.0,Jaun.,Panel-Brick,All amenities
2206,7206,For rent,centrs,Barona 37,3,81.0,7.0,7.0,P. kara,Masonry,All amenities
2207,7207,For rent,centrs,Palasta 9,3,84.0,4.0,5.0,Renov.,Masonry,All amenities
2208,7208,For rent,Šampēteris-Pleskodāle,Volguntes 40,3,104.0,3.0,4.0,Jaun.,Brick,All amenities
2210,7210,For rent,centrs,Antonijas 14,1,30.0,4.0,8.0,Renov.,Panel,All amenities
2211,7211,For rent,centrs,Antonijas 14,1,26.0,3.0,8.0,Renov.,Panel,All amenities
2214,7214,For rent,Iļģuciems,Lilijas 8,3,68.0,5.0,5.0,LT proj.,Panel,All amenities
2220,7220,For rent,centrs,Pulkv. Brieža 3,1,31.0,4.0,5.0,P. kara,Masonry,All amenities
2222,7222,For rent,Ziepniekkalns,Ziepniekkalna 70,4,138.0,4.0,4.0,Jaun.,Masonry,All amenities
2224,7224,For rent,Zolitūde,Apuzes 40,3,104.0,3.0,4.0,Jaun.,Brick-Panel,All amenities
2227,7227,For rent,centrs,Baznīcas 26a,3,104.0,6.0,6.0,P. kara,Brick,All amenities
2229,7229,For rent,centrs,Brīvības 114,2,38.0,2.0,3.0,P. kara,Masonry,All amenities
2243,7243,For rent,Mežciems,Hipokrāta 9,1,47.0,5.0,16.0,104.,Panel,All amenities
2249,7249,For rent,Āgenskalns,Kuldīgas 13a,2,63.0,4.0,5.0,Specpr.,Brick,All amenities
2251,7251,For rent,Purvciems,Ilūkstes 48,2,64.0,2.0,9.0,119.,Panel,All amenities
2253,7253,For rent,centrs,Stabu 46,3,85.0,5.0,5.0,P. kara,Masonry,All amenities
2271,7271,For rent,centrs,Puškina 1,1,18.0,4.0,6.0,Specpr.,Brick,All amenities
2272,7272,For rent,centrs,Stabu 65,2,36.0,4.0,5.0,P. kara,Masonry,All amenities
2275,7275,For rent,centrs,Stabu 61,3,85.0,5.0,5.0,P. kara,Brick,All amenities
2280,7280,For rent,centrs,Lāčplēša 7,3,81.0,2.0,5.0,Renov.,Masonry,All amenities
